Adresse,Ville,Arrondissement,Type,Prix (€),Prix mensuel (€),Pièce(s),Surface (m2),Date de vente
10 PLACE FÉLIX EBOUÉ,PARIS,75012,Appartement,273250,9759,1,28,25/05/2022
64 BOULEVARD DE REUILLY,PARIS,75012,Appartement,458000,12053,2,38,24/05/2022
62 BOULEVARD DE REUILLY,PARIS,75012,Appartement,472600,10055,2,47,16/05/2022
53 BOULEVARD DE REUILLY,PARIS,75012,Appartement,425000,10119,2,42,13/05/2022
70 BOULEVARD DE REUILLY,PARIS,75012,Appartement,175000,8333,1,21,10/05/2022
70 BOULEVARD DE REUILLY,PARIS,75012,Appartement,713900,10346,3,69,27/04/2022
63 BOULEVARD DE REUILLY,PARIS,75012,Appartement,720000,10746,4,67,19/04/2022
70 BOULEVARD DE REUILLY,PARIS,75012,Appartement,250000,11905,1,21,07/04/2022
59 BOULEVARD DE REUILLY,PARIS,75012,Appartement,415000,10921,2,38,31/03/2022
205B AVENUE DAUMESNIL,PARIS,75012,Appartement,585000,9435,3,62,29/03/2022
3 RUE LAMBLARDIE,PARIS,75012,Appartement,615000,12812,2,48,15/03/2022
63 BOULEVARD DE REUILLY,PARIS,75012,Appartement,520000,9811,3,53,11/03/2022
60 BOULEVARD DE REUILLY,PARIS,75012,Appartement,530000,10392,2,51,15/02/2022
53 BOULEVARD DE REUILLY,PARIS,75012,Appartement,650000,10833,3,60,30/12/2021
57 BOULEVARD DE REUILLY,PARIS,75012,Appartement,559000,10750,2,52,09/12/2021
7 RUE DU DOCTEUR GOUJON,PARIS,75012,Appartement,329000,7833,2,42,29/10/2021
5 RUE DU DOCTEUR GOUJON,PARIS,75012,Appartement,165000,7857,1,21,12/10/2021
4 RUE DU DOCTEUR GOUJON,PARIS,75012,Appartement,625000,10776,3,58,11/10/2021
205B AVENUE DAUMESNIL,PARIS,75012,Appartement,767160,11802,3,65,15/09/2021
5 RUE DU DOCTEUR GOUJON,PARIS,75012,Appartement,377000,8976,2,42,10/09/2021
76 BOULEVARD DE REUILLY,PARIS,75012,Appartement,805000,10592,4,76,02/09/2021
71 BOULEVARD DE REUILLY,PARIS,75012,Appartement,795000,10600,3,75,25/08/2021
71 BOULEVARD DE REUILLY,PARIS,75012,Appartement,195000,10833,1,18,30/07/2021
53 BOULEVARD DE REUILLY,PARIS,75012,Appartement,1034000,11239,4,92,26/07/2021
67 BOULEVARD DE REUILLY,PARIS,75012,Appartement,371130,11972,2,31,10/06/2021
76 BOULEVARD DE REUILLY,PARIS,75012,Appartement,130000,13000,1,10,10/06/2021
205 AVENUE DAUMESNIL,PARIS,75012,Appartement,250000,4237,3,59,19/05/2021
7 RUE DU DOCTEUR GOUJON,PARIS,75012,Appartement,385000,11000,2,35,11/05/2021
4 RUE DU DOCTEUR GOUJON,PARIS,75012,Appartement,399000,9732,2,41,10/05/2021
74 BOULEVARD DE REUILLY,PARIS,75012,Appartement,680000,8500,4,80,23/04/2021
60 BOULEVARD DE REUILLY,PARIS,75012,Appartement,545000,8934,3,61,19/03/2021
60 BOULEVARD DE REUILLY,PARIS,75012,Appartement,900000,6000,7,150,26/02/2021
74 BOULEVARD DE REUILLY,PARIS,75012,Appartement,650000,8025,3,81,25/02/2021
4 RUE DU DOCTEUR GOUJON,PARIS,75012,Appartement,475000,11585,2,41,05/02/2021
61 BOULEVARD DE REUILLY,PARIS,75012,Appartement,630000,11250,3,56,19/01/2021
60 BOULEVARD DE REUILLY,PARIS,75012,Appartement,300000,7500,1,40,05/01/2021
203B AVENUE DAUMESNIL,PARIS,75012,Appartement,866750,10078,3,86,10/11/2020
57 BOULEVARD DE REUILLY,PARIS,75012,Appartement,827500,11821,3,70,29/10/2020
61 BOULEVARD DE REUILLY,PARIS,75012,Appartement,595000,10625,3,56,22/10/2020
61 BOULEVARD DE REUILLY,PARIS,75012,Appartement,656000,11714,3,56,09/10/2020
62 BOULEVARD DE REUILLY,PARIS,75012,Appartement,695000,10373,3,67,29/09/2020
178 AVENUE DAUMESNIL,PARIS,75012,Appartement,1120000,15342,3,73,25/09/2020
4 RUE LAMBLARDIE,PARIS,75012,Appartement,477162,4149,5,115,24/09/2020
5 RUE DU DOCTEUR GOUJON,PARIS,75012,Appartement,494150,12671,2,39,20/08/2020
6 RUE DU DOCTEUR GOUJON,PARIS,75012,Appartement,147619,8201,1,18,26/06/2020
67 BOULEVARD DE REUILLY,PARIS,75012,Appartement,630000,10862,3,58,23/06/2020
69 BOULEVARD DE REUILLY,PARIS,75012,Appartement,495360,11008,2,45,13/05/2020
5 RUE DU DOCTEUR GOUJON,PARIS,75012,Appartement,418450,10729,2,39,22/04/2020
70 BOULEVARD DE REUILLY,PARIS,75012,Appartement,670000,9710,3,69,17/04/2020
3 RUE LAMBLARDIE,PARIS,75012,Appartement,711700,11297,2,63,12/03/2020
67 BOULEVARD DE REUILLY,PARIS,75012,Appartement,570000,10962,3,52,04/02/2020
53 BOULEVARD DE REUILLY,PARIS,75012,Appartement,1000000,9434,3,106,28/01/2020
178 AVENUE DAUMESNIL,PARIS,75012,Appartement,583000,18806,1,31,31/12/2019
69 BOULEVARD DE REUILLY,PARIS,75012,Appartement,541500,12033,2,45,12/12/2019
5 RUE DU DOCTEUR GOUJON,PARIS,75012,Appartement,340000,10000,2,34,22/11/2019
7 RUE EDOUARD MANET,PARIS,75013,Appartement,340180,11339,2,30,23/06/2023
158 BOULEVARD VINCENT AURIOL,PARIS,75013,Appartement,516275,8195,4,63,07/06/2023
9 RUE COYPEL,PARIS,75013,Appartement,505000,8016,3,63,07/06/2023
7 RUE EDOUARD MANET,PARIS,75013,Appartement,344791,11493,2,30,26/04/2023
14 RUE FAGON,PARIS,75013,Appartement,198000,8250,1,24,21/04/2023
8 RUE ABEL HOVELACQUE,PARIS,75013,Appartement,243000,10125,2,24,20/04/2023
14 RUE GODEFROY,PARIS,75013,Appartement,116000,11600,1,10,19/04/2023
76 AVENUE DES GOBELINS,PARIS,75013,Appartement,1186200,14828,4,80,07/04/2023
16 RUE FAGON,PARIS,75013,Appartement,290000,10357,2,28,05/04/2023
8 PASSAGE VALLET,PARIS,75013,Appartement,209000,8708,2,24,28/03/2023
9 RUE FAGON,PARIS,75013,Appartement,1100000,10280,5,107,14/03/2023
7 AVENUE DE LA SOEUR ROSALIE,PARIS,75013,Appartement,380000,8085,3,47,22/02/2023
14 RUE FAGON,PARIS,75013,Appartement,464000,9872,3,47,01/02/2023
4 PLACE D'ITALIE,PARIS,75013,Appartement,319500,8408,2,38,27/01/2023
6 PLACE D'ITALIE,PARIS,75013,Appartement,589000,10333,2,57,23/01/2023
8 RUE ABEL HOVELACQUE,PARIS,75013,Appartement,167000,8789,1,19,18/01/2023
11 RUE EDOUARD MANET,PARIS,75013,Appartement,270000,9643,2,28,03/01/2023
14 RUE FAGON,PARIS,75013,Appartement,356250,9375,3,38,30/12/2022
60 AVENUE DES GOBELINS,PARIS,75013,Appartement,1065203,10547,4,101,22/12/2022
70 AVENUE DES GOBELINS,PARIS,75013,Appartement,260000,7647,2,34,22/12/2022
7 RUE EDOUARD MANET,PARIS,75013,Appartement,367000,10486,2,35,09/12/2022
68 AVENUE DES GOBELINS,PARIS,75013,Appartement,430000,8958,3,48,15/11/2022
8 PASSAGE VALLET,PARIS,75013,Appartement,231000,8556,2,27,08/11/2022
68B AVENUE DES GOBELINS,PARIS,75013,Appartement,975000,13000,4,75,02/11/2022
7 AVENUE DE LA SOEUR ROSALIE,PARIS,75013,Appartement,455000,9681,3,47,25/10/2022
18 RUE COYPEL,PARIS,75013,Appartement,423377,10584,2,40,20/10/2022
13 RUE EDOUARD MANET,PARIS,75013,Appartement,485000,10104,3,48,10/10/2022
17 AVENUE STÉPHEN PICHON,PARIS,75013,Appartement,184200,8009,2,23,07/10/2022
185 BOULEVARD VINCENT AURIOL,PARIS,75013,Appartement,570000,6264,4,91,06/10/2022
18 RUE COYPEL,PARIS,75013,Appartement,295000,8429,2,35,04/10/2022
8 RUE ABEL HOVELACQUE,PARIS,75013,Appartement,95000,7308,1,13,30/09/2022
9 RUE FAGON,PARIS,75013,Appartement,309000,10655,1,29,30/09/2022
185 BOULEVARD VINCENT AURIOL,PARIS,75013,Appartement,642000,8447,3,76,01/09/2022
7 RUE EDOUARD MANET,PARIS,75013,Appartement,316000,10533,2,30,30/08/2022
62 AVENUE DES GOBELINS,PARIS,75013,Appartement,930000,13286,4,70,05/08/2022
5 RUE FAGON,PARIS,75013,Appartement,1325000,15407,4,86,29/07/2022
76 AVENUE DES GOBELINS,PARIS,75013,Appartement,205000,7593,2,27,29/07/2022
3 RUE FAGON,PARIS,75013,Appartement,450000,10714,2,42,28/07/2022
10 RUE COYPEL,PARIS,75013,Appartement,645000,10750,3,60,27/07/2022
5 PLACE D'ITALIE,PARIS,75013,Appartement,565000,11531,3,49,30/06/2022
18 RUE COYPEL,PARIS,75013,Appartement,420000,10500,3,40,28/06/2022
5 PLACE D'ITALIE,PARIS,75013,Appartement,609000,11278,3,54,03/06/2022
6 RUE ABEL HOVELACQUE,PARIS,75013,Appartement,312500,8929,2,35,31/05/2022
4 PLACE D'ITALIE,PARIS,75013,Appartement,1010550,12324,4,82,06/05/2022
7 AVENUE STÉPHEN PICHON,PARIS,75013,Appartement,350000,8140,3,43,04/05/2022
8 AVENUE DE LA SOEUR ROSALIE,PARIS,75013,Appartement,300000,2308,4,130,02/05/2022
16 RUE FAGON,PARIS,75013,Appartement,493400,10498,3,47,01/04/2022
33 AVENUE STÉPHEN PICHON,PARIS,75013,Appartement,360000,10588,2,34,07/03/2022
16 RUE FAGON,PARIS,75013,Appartement,470000,11190,3,42,02/03/2022
8 RUE ABEL HOVELACQUE,PARIS,75013,Appartement,670000,10308,4,65,17/02/2022
16 RUE COYPEL,PARIS,75013,Appartement,329255,9407,2,35,14/02/2022
16 RUE COYPEL,PARIS,75013,Appartement,315000,10500,2,30,29/12/2021
7 RUE COYPEL,PARIS,75013,Appartement,664000,10215,3,65,16/12/2021
8 BOULEVARD AUGUSTE BLANQUI,PARIS,75013,Appartement,1293000,10775,5,120,15/12/2021
17 AVENUE STÉPHEN PICHON,PARIS,75013,Appartement,326600,8827,2,37,01/12/2021
10 RUE PRIMATICE,PARIS,75013,Appartement,312970,8942,2,35,25/11/2021
12 RUE FAGON,PARIS,75013,Appartement,490000,10652,3,46,23/11/2021
8 RUE ABEL HOVELACQUE,PARIS,75013,Appartement,195000,11471,1,17,02/11/2021
10 RUE PRIMATICE,PARIS,75013,Appartement,169000,13000,1,13,15/10/2021
33 AVENUE STÉPHEN PICHON,PARIS,75013,Appartement,210000,11053,1,19,14/10/2021
10 RUE COYPEL,PARIS,75013,Appartement,337000,6481,3,52,20/09/2021
4 RUE COYPEL,PARIS,75013,Appartement,365000,8902,3,41,17/09/2021
6 RUE COYPEL,PARIS,75013,Appartement,342500,10703,2,32,17/09/2021
7 RUE COYPEL,PARIS,75013,Appartement,940000,10930,4,86,15/09/2021
11 RUE EDOUARD MANET,PARIS,75013,Appartement,362000,9282,3,39,10/09/2021
10 RUE COYPEL,PARIS,75013,Appartement,520000,13333,3,39,30/08/2021
10 AVENUE DE LA SOEUR ROSALIE,PARIS,75013,Appartement,590000,11800,2,50,13/08/2021
6 PLACE D'ITALIE,PARIS,75013,Appartement,440000,7719,2,57,29/07/2021
77 AVENUE DES GOBELINS,PARIS,75013,Appartement,110000,1358,3,81,19/07/2021
185 BOULEVARD VINCENT AURIOL,PARIS,75013,Appartement,400000,4878,4,82,16/07/2021
16 RUE FAGON,PARIS,75013,Appartement,397000,8822,3,45,12/07/2021
16 RUE COYPEL,PARIS,75013,Appartement,158600,9912,1,16,02/07/2021
5 IMPASSE DU PETIT MODÈLE,PARIS,75013,Appartement,836150,11613,3,72,30/06/2021
5 PLACE D'ITALIE,PARIS,75013,Appartement,570000,12667,3,45,28/06/2021
27 AVENUE STÉPHEN PICHON,PARIS,75013,Appartement,920000,9200,4,100,28/06/2021
5 PLACE D'ITALIE,PARIS,75013,Appartement,140000,7000,1,20,25/06/2021
12 RUE COYPEL,PARIS,75013,Appartement,160000,10667,1,15,22/06/2021
76 AVENUE DES GOBELINS,PARIS,75013,Appartement,888110,12335,4,72,14/06/2021
27 AVENUE STÉPHEN PICHON,PARIS,75013,Appartement,359745,11992,1,30,01/06/2021
3 RUE FAGON,PARIS,75013,Appartement,540000,9474,3,57,21/05/2021
5 AVENUE DE LA SOEUR ROSALIE,PARIS,75013,Appartement,710000,9861,2,72,29/04/2021
35 RUE BOULARD,PARIS,75014,Appartement,615810,9932,3,62,22/06/2023
1 RUE LIANCOURT,PARIS,75014,Appartement,220000,11000,2,20,30/05/2023
41 RUE BOULARD,PARIS,75014,Appartement,80000,11429,1,7,25/05/2023
157 AVENUE DU MAINE,PARIS,75014,Appartement,330000,6875,3,48,25/05/2023
12 RUE CHARLES DIVRY,PARIS,75014,Appartement,645000,11121,3,58,12/05/2023
20 RUE ERNEST CRESSON,PARIS,75014,Appartement,50000,5000,1,10,12/05/2023
1 RUE LIANCOURT,PARIS,75014,Appartement,235000,13056,2,18,04/05/2023
3 RUE SIVEL,PARIS,75014,Appartement,595000,13222,3,45,20/04/2023
12 RUE DES PLANTES,PARIS,75014,Maison,2713550,16152,5,168,59m²
157 AVENUE DU MAINE,PARIS,75014,Appartement,283575,7877,3,36,05/04/2023
14 RUE MOUTON-DUVERNET,PARIS,75014,Appartement,10000,169,3,59,04/04/2023
14 RUE MOUTON-DUVERNET,PARIS,75014,Appartement,1380000,13529,4,102,06/03/2023
174 AVENUE DU MAINE,PARIS,75014,Appartement,700000,10000,4,70,03/03/2023
47 RUE BOULARD,PARIS,75014,Appartement,581000,11392,2,51,21/02/2023
42 RUE BOULARD,PARIS,75014,Appartement,85000,1635,4,52,16/02/2023
49 RUE BOULARD,PARIS,75014,Appartement,830000,16600,2,50,26/01/2023
185 RUE DU CHÂTEAU,PARIS,75014,Appartement,135000,7500,1,18,13/01/2023
20 RUE MOUTON-DUVERNET,PARIS,75014,Appartement,660000,3882,7,170,21/12/2022
